bin	CHR	START	END	SRR089377	SRR054598	SRR053605	SRR054594	SRR089397	SRR054614	SRR089402	SRR053676	SRR053633	SRR053617	SRR054608	SRR053608	SRR054602	SRR089401	SRR053668	SRR054606	SRR054613	SRR053631	SRR054575	SRR053679	SRR054604	SRR053611	SRR053607	SRR053602	SRR054610
1275	chr4	13555595	14080170	2232	477	1001	410	2042	2134	1313	310	2265	975	1488	735	1622	909	1214	860	1745	1494	771	186	221	1010	612	784	1834
1276	chr4	14080169	14604664	2204	418	823	407	1895	2011	1470	258	2045	1072	1288	767	1557	857	1112	980	1630	1510	729	216	245	1201	631	886	1867
1277	chr4	14604663	15129925	1694	320	832	345	1779	2011	1187	229	1927	1106	1228	613	1773	926	975	743	1686	1632	628	179	253	939	619	722	1746
1278	chr4	15129924	15650722	2669	335	777	408	2036	2165	1431	288	2143	1109	1466	696	1572	1093	1312	817	1385	1269	609	206	348	1064	657	876	1850
1279	chr4	15650721	16167651	2032	413	960	489	1851	2412	1211	313	2034	1328	1804	727	1965	1105	919	1191	2105	1256	884	280	404	1053	678	872	2058
1280	chr4	16167650	16691420	2142	340	628	281	1836	1561	1112	232	2027	1254	1455	598	1576	1071	1149	821	1526	1269	554	203	329	924	694	736	1671
1281	chr4	16691419	17209010	1960	328	747	314	1817	1861	1317	271	1953	1050	1404	722	1569	987	1175	827	1406	1532	652	255	336	961	583	853	1684
1282	chr4	17209009	17720843	2097	432	885	401	1846	2068	1412	339	1859	1092	1446	702	1797	929	1236	1076	1559	1414	783	264	357	1270	691	1021	1985
1283	chr4	17720842	18243565	1944	335	769	373	1880	2158	1493	238	1750	1232	1282	709	1478	933	1099	749	1501	1306	679	242	314	857	495	711	2085
1284	chr4	18243564	18765292	2113	370	878	312	1666	2158	1532	242	1697	1233	1527	664	1798	985	1110	961	1470	1410	582	294	352	1007	628	1065	2041
1285	chr4	18765291	19280782	2055	326	684	394	2040	1910	1239	168	1792	1041	1213	653	1497	1215	1086	822	1587	1136	618	229	373	1018	583	814	1628
1286	chr4	19280781	19801900	1814	335	650	329	1887	1774	1233	208	1667	1113	1533	796	1571	1240	1038	798	1581	1074	621	201	313	1194	609	878	1726
1287	chr4	19801899	20319087	2125	369	834	368	1969	1833	1294	224	1874	1233	1366	684	1560	1212	1130	835	1143	1191	661	232	365	1008	647	682	1530
1288	chr4	20319086	20837170	1935	385	780	347	1732	1666	1478	240	2080	1153	1329	698	1484	1222	1038	857	1389	1318	617	197	391	965	574	919	1648
1289	chr4	20837169	21362849	1801	361	646	310	1681	1928	1236	199	1816	1076	1208	612	1522	1177	1113	822	1376	1335	634	201	329	1124	611	827	1805
1290	chr4	21362848	21878375	1712	358	780	288	1634	1505	1146	263	1585	973	1267	603	1347	1123	980	773	1483	1201	650	267	390	966	527	620	1700
1291	chr4	21878374	22404502	2067	335	754	336	2049	1573	1476	292	1788	1165	1456	684	1671	1295	1114	810	1411	1266	757	261	346	1025	662	813	1742
1292	chr4	22404501	22922222	1803	424	859	348	2080	1980	1331	304	2162	948	1506	891	1748	855	1305	947	1413	1243	741	304	346	1223	598	1041	1725
1293	chr4	22922221	23431678	2255	398	747	397	1818	2381	1378	319	1990	1009	1677	833	1533	1215	1341	1010	1631	1730	729	293	388	1002	680	978	1836
1294	chr4	23431677	23954043	2107	458	806	363	2003	1953	1261	390	1969	1208	1508	735	1606	1407	1224	976	1706	1633	472	209	374	1135	651	937	1846
1295	chr4	23954042	24465533	2061	413	820	357	2037	2350	1434	248	2316	1204	1489	705	1635	1121	1317	927	1562	1884	840	231	378	1048	585	805	1683
1296	chr4	24465532	24982056	1742	359	811	316	1854	2307	1408	228	1890	1099	1397	667	1506	1077	1086	910	1699	1252	654	239	305	1000	577	777	2028
1297	chr4	24982055	25493116	1718	308	761	327	1687	2085	1221	207	1871	902	1521	691	1586	1426	1082	886	1768	1332	494	265	360	868	623	1074	1733
1298	chr4	25493115	26002665	1781	441	786	446	1953	2420	1119	333	2040	1195	1594	742	1727	1426	1206	1026	1846	1774	874	245	316	924	755	747	1883
1299	chr4	26002664	26514854	1658	413	781	409	1747	1821	1409	230	1906	1167	1510	676	1884	1397	1195	934	1835	1235	798	197	375	922	592	712	1737
1300	chr4	26514853	27043557	1591	381	875	309	1814	2110	1285	358	1948	1248	1317	618	1407	1282	1177	796	1401	1553	608	210	409	1076	567	734	1676
1301	chr4	27043556	27568499	1808	336	784	310	1771	1909	1204	292	2081	888	1277	678	1556	1119	862	882	1254	1504	609	170	266	1205	575	685	1588
1302	chr4	27568498	28077835	2181	358	824	358	1724	2257	1340	233	2113	1183	1370	640	1797	1253	951	982	1475	1505	723	313	335	1152	713	869	1710
1303	chr4	28077834	28590192	1618	333	756	308	1942	1934	1187	205	1948	1139	1333	826	1662	897	1185	989	1302	1421	724	237	341	1116	499	868	1612
1304	chr4	28590191	29099504	1948	392	774	367	1798	2120	1315	256	1992	1118	1166	634	1522	1104	886	896	1569	1458	691	371	311	1054	636	757	1701
1305	chr4	29099503	29612669	2035	459	924	349	1562	1956	1284	383	2170	1068	1330	682	1719	1088	1120	984	1465	1209	696	256	423	1083	708	977	1790
1306	chr4	29612668	30127130	2268	441	751	379	1622	2077	1452	270	1876	1144	1482	701	1618	1256	954	994	1521	1482	662	292	343	974	660	836	1762
1307	chr4	30127129	30635853	2028	369	784	315	1787	2084	1370	256	2050	1211	1646	706	1659	1201	1032	981	1513	1645	728	200	414	1017	642	948	1814
1308	chr4	30635852	31145510	1851	287	719	291	1743	1687	1094	278	1507	1063	1084	633	1320	1115	934	766	1253	1229	471	150	300	1088	493	773	1754
1309	chr4	31145509	31654583	1902	454	930	311	1823	2117	1237	307	2216	1132	1545	804	1742	983	1063	905	1540	1451	750	222	376	1066	587	901	1685
1310	chr4	31654582	32181564	1820	394	710	305	1697	2021	1074	192	2089	1178	1566	677	1450	1167	1041	976	1419	1180	601	227	304	911	539	716	1801
1311	chr4	32181563	32695855	2022	385	865	344	1770	2218	1176	359	2026	1134	1388	646	1601	1269	1020	960	1552	1250	732	139	324	1138	715	856	1475
1312	chr4	32695854	33211539	1784	423	905	380	1936	1983	1494	345	1963	1093	1464	709	1493	1479	1087	962	1389	1481	698	191	341	1209	588	883	1951
1313	chr4	33211538	33722716	2141	265	860	285	2011	1512	1117	217	2001	1017	991	795	1193	1108	1074	652	1210	1358	825	237	309	1173	539	893	1271
1314	chr4	33722715	34235119	2084	102	853	114	1901	592	1122	315	1857	1171	419	719	508	889	1027	266	541	1537	769	261	201	1061	592	757	565
1315	chr4	34235118	34750190	1705	173	757	93	1915	705	1365	311	1810	1051	478	644	448	986	957	454	466	1521	736	212	223	815	505	746	630
1316	chr4	34750189	35259257	2048	124	847	85	1658	762	1482	353	1689	1116	643	602	345	1590	900	363	494	1292	739	241	258	1041	559	734	719
1317	chr4	35259256	35777510	2137	105	876	130	1550	677	1629	344	1907	1144	576	847	444	1196	1089	285	530	1259	931	263	202	1033	601	905	679
1318	chr4	35777509	36287454	2257	164	873	92	1964	800	1408	267	1829	1174	509	694	393	1161	1034	314	515	1390	739	220	257	1051	498	777	598
1319	chr4	36287453	36802283	1582	119	651	100	1508	683	1333	269	1768	1032	549	707	353	1281	1081	303	485	1481	611	269	218	960	538	843	546
1320	chr4	36802282	37324388	1801	142	952	92	1851	603	1378	237	1867	1168	601	750	366	1689	1026	347	616	1393	748	274	244	1083	757	773	672
1321	chr4	37324387	37839713	2094	138	684	97	1759	556	1330	278	2116	1007	493	800	424	1412	1137	398	477	1419	684	202	238	1001	528	937	650
1322	chr4	37839712	38353327	1930	131	768	131	1778	733	1404	283	1886	1000	526	711	382	1538	1138	275	489	1452	551	253	214	1199	554	833	614
1323	chr4	38353326	38875726	2471	134	869	119	1853	809	1378	233	1816	1258	480	723	415	1185	1226	398	501	1451	753	219	253	1199	681	782	630
1324	chr4	38875725	39390906	1769	120	791	88	1735	733	1249	258	1807	944	486	523	441	1471	1143	371	419	1215	610	203	192	853	520	761	667
1325	chr4	39390905	39906642	1920	161	599	102	1494	638	1192	289	1720	935	434	573	452	1213	1058	258	479	1015	616	232	169	951	574	599	479
1326	chr4	39906641	40420069	1977	102	769	50	1644	653	1148	265	1550	1101	412	580	597	712	996	276	454	1060	754	180	182	947	406	582	564
1327	chr4	40420068	40935508	2263	121	790	91	1762	725	1373	301	1671	1132	396	717	386	803	996	300	437	1304	664	179	218	903	492	768	524
1328	chr4	40935507	41454670	1941	91	817	80	1828	531	1524	309	2140	1107	550	655	418	820	760	307	442	1293	686	193	230	992	626	744	507
1329	chr4	41454669	41965156	1828	131	799	86	1981	700	1272	193	1827	1132	585	727	376	916	845	353	797	1537	638	203	226	1156	568	949	601
1330	chr4	41965155	42478902	1912	143	769	75	1861	695	1302	294	1724	1000	370	690	514	984	959	318	520	1238	627	137	195	1080	545	744	499
1331	chr4	42478901	42993104	1719	131	828	72	1749	594	1232	298	1780	941	460	675	421	1041	917	417	538	1350	488	186	210	913	626	904	502
1332	chr4	42993103	43512581	2230	119	723	83	2100	653	1235	269	2226	1210	416	765	418	955	1142	301	533	1470	753	241	175	1056	625	890	553
1333	chr4	43512580	44039464	2218	150	884	90	2287	801	1579	236	2235	1221	602	885	350	1361	991	368	482	1362	778	262	255	853	581	1102	596
1334	chr4	44039463	44560997	1843	120	741	72	1861	615	1396	417	1656	972	407	607	340	1021	1102	316	462	1235	524	145	203	964	549	884	426
1335	chr4	44560996	45082571	1879	93	739	96	2033	553	1293	321	1812	1265	519	705	490	1245	1080	326	489	1392	747	210	203	1163	618	854	554
1336	chr4	45082570	45597415	1933	92	766	76	1802	705	1296	276	1811	1375	657	725	417	1130	1087	288	466	1292	762	210	188	1011	589	755	720
1337	chr4	45597414	46119490	1966	150	946	102	1929	781	1813	255	2149	1302	590	727	437	1407	1132	387	709	1663	856	270	244	1076	676	849	709
1338	chr4	46119489	46640824	2138	157	713	99	2026	676	1466	239	1672	1215	525	687	375	984	1252	387	645	1374	840	267	221	1207	654	869	514
1339	chr4	46640823	47158765	1777	144	1007	91	2160	627	1647	217	2033	1123	544	768	420	1134	1234	387	555	1342	705	233	195	1002	702	869	571
1340	chr4	47158764	47676702	1532	114	864	148	1535	945	1347	325	1806	1238	716	601	680	1279	1172	437	885	1531	567	232	262	1035	569	814	779
1341	chr4	47676701	48196011	1492	272	723	210	1963	1179	1124	152	2111	962	817	656	1272	1060	1054	576	992	1436	608	164	264	1034	581	878	1280
1342	chr4	48196010	48719800	1810	219	851	237	1951	1252	1178	270	1515	922	911	525	1146	1082	847	606	923	1296	853	237	391	1033	514	722	1247
1343	chr4	48719799	53209094	4766	930	1690	891	4337	5489	4473	959	4002	2703	3838	1639	3932	4665	2592	2585	3661	3149	2555	935	1244	2364	1323	1733	4617
1344	chr4	53209093	53746247	1825	575	736	487	1809	3171	2151	596	1974	1222	2420	753	2341	2323	1101	1651	2314	1401	1387	458	715	1044	599	744	2646
1345	chr4	53746246	54291208	2221	621	696	592	1998	3330	2085	516	1933	1075	2356	775	2397	2400	1245	1781	2889	1421	1373	476	615	1147	576	778	2764
1346	chr4	54291207	54821137	2116	673	908	616	2076	3416	2457	610	2060	1246	2580	656	2765	2641	1142	1622	2772	1448	1546	606	681	1187	621	899	3379
1347	chr4	54821136	55338537	2068	601	775	520	1835	3280	2251	433	1669	1045	2307	555	2378	2502	1081	1479	2299	1298	1266	493	640	990	577	735	2848
1348	chr4	55338536	55850825	1878	658	788	562	1795	3235	2229	603	1835	1167	2270	649	2580	2877	1177	1715	2912	1693	1503	615	739	1287	605	1015	3182
1349	chr4	55850824	56368773	1919	694	812	561	1976	3626	2497	555	1731	1109	2520	658	2559	2415	1020	1532	2471	1393	1168	481	672	834	568	875	2941
1350	chr4	56368772	56888797	2013	631	818	498	1684	3274	2780	530	2079	1280	2417	665	2520	1757	954	1470	2686	1307	1184	419	673	971	595	676	2776
1351	chr4	56888796	57405865	2000	657	656	553	1741	2997	2680	510	1873	1052	2289	671	2401	1936	1079	1434	2421	1193	1306	465	652	974	611	779	2534
1352	chr4	57405864	57917491	1739	636	739	462	1334	3579	2813	591	1761	1027	2359	585	2303	1863	1019	1612	2434	1082	1465	502	629	1249	455	744	3024
1353	chr4	57917490	58443348	1961	599	763	533	2002	3601	2512	543	1990	1136	2517	750	2437	2176	1132	1686	2864	1171	1376	533	772	1177	635	930	3460
1354	chr4	58443347	58976010	2140	617	989	524	2054	3471	2677	543	1969	1099	2458	691	2427	2428	1153	1388	2721	1489	1244	477	699	1039	517	913	3273
1355	chr4	58976009	59491602	1933	488	705	439	1619	2972	2350	361	1899	951	2136	643	2124	2031	971	1227	2141	1693	1319	389	598	929	589	870	2636
1356	chr4	59491601	60062401	1770	524	744	465	1567	3002	2978	568	1777	961	2239	697	2403	2731	1004	1386	1876	1163	1520	423	663	858	485	623	2439
1357	chr4	60062400	60587329	2210	596	782	481	1914	3244	2583	515	1748	1211	2505	608	2368	2091	1222	1509	2523	1619	1354	437	620	1123	570	919	3123
1358	chr4	60587328	61099841	2080	560	716	439	1945	2842	2933	605	1668	1070	2256	797	2080	2356	977	1276	2570	1439	1306	566	652	1048	529	674	2653
1359	chr4	61099840	61615993	1977	539	786	564	1601	2930	2950	544	2043	1103	2119	709	2044	2136	925	1305	2317	1266	1467	511	719	1082	567	805	2763
1360	chr4	61615992	62135151	1821	337	776	218	1807	2128	2772	569	1762	1100	1377	508	1151	2522	1035	938	1509	1242	1050	444	538	1054	553	826	1689
1361	chr4	62135150	62657687	1885	298	704	245	1619	1485	2447	489	1587	940	1218	545	941	1909	1019	762	1140	1699	1331	352	482	829	449	890	1463
1362	chr4	62657686	63169752	1771	336	829	257	1710	1699	2337	510	1783	1141	1275	717	1060	2480	915	815	1273	1436	1460	504	499	1004	488	932	1692
1363	chr4	63169751	63691930	1764	417	770	289	1721	1938	2553	498	1753	1226	1459	679	1076	2664	1143	961	1534	1299	1163	604	501	833	617	655	2027
1364	chr4	63691929	64215124	1930	331	675	263	1626	1968	2421	496	2141	1059	1503	572	1102	2323	1118	880	1487	1013	1202	428	543	1021	451	985	1665
1365	chr4	64215123	64731461	1679	341	775	237	1887	1465	2695	573	1625	1083	1366	650	1123	2424	985	806	1086	1217	1056	438	558	800	496	938	1389
1366	chr4	64731460	65245723	1951	318	675	205	1504	1645	2984	603	1543	997	1327	638	995	2451	859	923	1225	1292	1179	478	568	1056	435	734	1372
1367	chr4	65245722	65767276	2038	362	806	212	1507	1540	2429	449	1801	1018	1409	546	1097	2201	854	758	1433	1357	1046	404	479	900	479	848	1428
1368	chr4	65767275	66293870	1885	348	847	272	1735	1801	2769	576	1849	1050	1301	604	1129	2343	969	775	1579	1488	1212	462	571	953	545	765	1531
1369	chr4	66293869	66808074	1724	381	803	224	1901	2003	2514	520	2147	1112	1546	674	1339	2291	842	946	1318	1533	1155	653	540	886	543	871	1740
1370	chr4	66808073	67327437	1971	397	966	291	1600	2466	2917	793	2101	1192	1703	701	1325	2383	1122	1015	1668	1383	1581	587	616	1273	732	782	2021
1371	chr4	67327436	67842122	2049	403	656	189	1948	1733	2394	551	1522	961	1375	544	1153	2321	913	784	1389	1246	1466	566	447	1019	612	783	1892
1372	chr4	67842121	68368083	1949	382	737	222	1583	1861	2411	636	2002	1191	1356	707	1240	2071	1063	1037	1372	1434	1341	544	586	1023	621	876	1994
1373	chr4	68368082	68881452	1856	388	721	234	1356	2288	2503	547	1722	884	1181	546	1084	2427	1101	947	1297	1295	1447	402	519	962	520	812	1681
1374	chr4	68881451	69409803	1749	303	785	294	1621	2360	2548	481	1996	1024	1352	604	1000	2222	1138	867	1420	1561	1148	482	575	1000	658	793	1401
1375	chr4	69409802	69945473	1833	313	788	237	1735	1587	2540	361	1536	1084	1236	670	984	1903	816	762	1436	1029	1258	465	468	894	544	681	1284
1376	chr4	69945472	70512894	1693	392	778	252	1904	2559	2471	514	1729	1086	1670	598	1327	1843	1010	1123	1607	1098	1313	437	639	930	558	620	2006
1377	chr4	70512893	71036313	1607	457	831	302	1989	2359	2763	655	1953	950	2017	654	1540	2514	989	1059	1894	1189	1238	591	666	965	537	646	2194
1378	chr4	71036312	71560230	1905	468	775	319	1736	2484	2398	475	1529	748	1673	595	1367	2253	905	1012	2114	1330	1252	507	564	902	586	747	1910
1379	chr4	71560229	72091801	2049	473	621	301	1561	2570	2576	566	1586	937	1620	679	1482	1980	891	983	1858	1125	1332	428	956	1022	674	851	2304
1380	chr4	72091800	72604160	2053	563	830	397	2068	2651	2324	466	1907	1031	1773	741	1631	2288	1168	1106	2034	1167	1417	434	880	1047	591	875	2258
1381	chr4	72604159	73127373	2307	429	724	344	1542	2798	2389	518	2079	1248	1838	697	1593	2382	1244	1114	1762	1306	1152	460	647	954	637	872	2299
1382	chr4	73127372	73654166	2121	472	826	340	1739	2601	2316	469	1687	1062	1965	540	1428	2013	1005	990	1829	1344	1095	468	600	1052	557	905	2200
1383	chr4	73654165	74167899	1940	414	785	328	1515	2481	2471	599	1781	947	1911	642	1547	2232	1105	1251	2006	1243	1210	440	608	937	521	787	2289
1384	chr4	74167898	74685044	1848	499	677	335	1602	2616	2296	511	1674	940	1892	719	1507	2553	1192	1166	1988	1231	1431	446	832	944	632	684	2111
1385	chr4	74685043	75200254	1955	515	824	371	2094	2878	2487	544	2111	1010	1990	753	1643	2616	1059	1297	2137	1534	1467	588	886	1171	526	789	2296
1386	chr4	75200253	75816045	1764	499	715	386	1774	2669	2325	439	2055	976	1626	611	1611	2085	895	1095	2021	1306	1341	463	742	1011	550	900	2288
1387	chr4	75816044	76354607	2238	571	799	410	2298	2827	2454	614	1906	931	2115	719	1659	2488	1227	1251	2178	1442	1204	527	930	1088	586	820	2254
1388	chr4	76354606	76869144	1753	413	764	238	1595	2110	1926	390	1755	946	1817	588	1490	1950	983	1163	1672	1094	1276	426	656	892	558	863	1854
1389	chr4	76869143	77380132	2164	402	812	364	1541	2397	2189	404	2058	997	1938	622	1715	2443	1211	1223	2194	1133	1204	429	710	1201	642	827	2299
1390	chr4	77380131	77888324	1963	490	779	374	1636	3039	2749	545	2283	1104	1908	750	1757	2064	1238	1321	1814	1284	1275	387	847	1097	682	904	2463
1391	chr4	77888323	78400050	1738	571	829	343	1697	2512	2796	529	2022	1088	1925	668	1627	2562	1074	1312	2119	1549	1300	523	895	1095	583	806	2787
1392	chr4	78400049	78921537	1816	473	778	270	1825	2431	2656	446	1961	970	1683	674	1638	2047	1284	1267	1733	1514	1185	441	783	958	519	835	1823
1393	chr4	78921536	79456471	1576	503	665	365	1667	2488	2878	510	1863	1071	2108	728	1336	2201	1002	1482	2326	1725	1465	458	1010	1071	613	862	2524
1394	chr4	79456470	79970770	1522	586	968	301	1837	2451	2215	595	1498	949	1754	674	1706	2370	1287	1241	2014	1254	1311	560	907	1090	559	924	2204
1395	chr4	79970769	80487913	1942	458	932	311	2014	2993	2666	435	1974	1123	1890	598	1637	2480	1043	1414	2025	1410	1290	483	1004	1095	751	801	2326
1396	chr4	80487912	81013163	2216	488	903	308	1829	2534	1328	244	1916	953	1787	527	1596	1195	953	1145	1806	1112	677	271	863	1130	649	938	2621
1397	chr4	81013162	81520077	2149	521	873	314	1863	2450	998	266	1805	1002	1846	720	1439	1012	1065	1128	2066	1077	664	280	773	1101	509	759	2249
1398	chr4	81520076	82040696	1872	508	787	335	1849	2628	1307	228	2112	1047	2012	792	1790	1514	1037	1198	2048	1196	709	217	830	1074	554	818	1989
1399	chr4	82040695	82559109	2184	497	947	329	1819	2430	1165	249	1687	1184	1998	563	1585	1278	1370	1193	1872	1548	554	186	724	917	690	882	2194
1400	chr4	82559108	83078274	2169	528	856	378	1945	2913	1320	272	2236	1069	1855	854	1752	1006	1233	1210	2219	1389	732	278	809	1143	725	991	2634
1401	chr4	83078273	83596288	2039	476	795	332	1671	2691	1232	233	1842	961	1770	672	1751	1349	1097	1215	1781	1306	671	250	725	1104	562	824	2124
1402	chr4	83596287	84109029	1884	386	667	390	1618	2476	887	259	1486	1089	1701	637	1650	1049	996	1093	1905	1450	642	222	722	886	547	684	2041
1403	chr4	84109028	84619001	1972	520	800	339	1596	2487	1384	293	1928	1083	1716	636	1646	1177	1071	1231	1962	1179	731	224	771	923	518	789	1988
1404	chr4	84619000	85140280	1895	544	803	328	1782	3011	1115	334	1848	1143	2315	764	1818	1454	1088	1356	2349	1501	746	273	987	1167	567	814	2497
1405	chr4	85140279	85653975	1960	454	737	366	1302	2373	1415	232	2072	1158	1878	632	1549	1110	1165	1237	2263	1565	578	223	773	1058	584	905	2143
1406	chr4	85653974	86170845	1861	514	833	388	1957	2588	1048	340	1748	1319	1832	670	1659	1375	1009	1175	2045	1453	700	301	861	1047	670	868	2171
1407	chr4	86170844	86688439	1931	514	833	304	1786	2576	1098	240	1987	1031	1621	694	1654	1505	1052	1250	1922	1350	684	256	842	993	604	715	2239
1408	chr4	86688438	87217509	1891	477	757	360	1849	2407	1158	210	1693	1113	1624	787	1376	1113	1130	1074	1765	1243	663	248	745	901	555	759	2131
1409	chr4	87217508	87734226	1776	512	736	363	1647	2816	1309	289	1766	937	2188	623	1530	1346	995	1093	2266	1177	792	304	769	1073	498	726	2297
1410	chr4	87734225	88248045	1888	573	638	362	1677	2595	1036	367	1600	1220	1834	643	1677	1428	1132	1242	1972	1547	634	266	750	1042	661	782	2551
1411	chr4	88248044	88778138	1997	495	872	366	1616	2544	1147	250	1795	1181	1711	837	1543	1260	1020	1169	2153	1625	613	265	800	1148	606	812	2441
1412	chr4	88778137	89290150	1941	460	768	369	1696	2718	1306	332	1797	859	1612	731	1554	1242	1062	1135	1771	1101	516	258	730	770	515	690	2233
1413	chr4	89290149	89800122	2211	430	629	311	1783	2371	1298	177	1769	905	1573	705	1431	984	934	1107	1792	1263	476	259	648	945	534	795	1965
1414	chr4	89800121	90318848	1909	416	854	353	1574	2363	1528	261	1921	997	1901	654	1405	1094	1226	1090	1866	1199	654	226	835	1031	515	789	2130
1415	chr4	90318847	90825656	1859	414	662	335	1733	2448	991	304	1564	1073	1784	672	1348	1262	934	1164	1858	1366	655	262	685	977	570	738	1970
1416	chr4	90825655	91347660	1807	333	752	194	1800	1708	1354	298	1889	945	1268	479	1144	1174	1027	913	1439	1079	587	281	637	941	500	777	1544
